Campaign Name,Campaign ID,Ad Group Name,Ad Group ID,Ad ID,Ad Type,Ad Status,Final URL,Headline 1,Headline 2,Headline 3,Description 1,Description 2,Path 1,Path 2,Impressions,Clicks,CTR,Cost ($),Conversions,Conv. Value ($),ROAS
Pasture Seed (S) - US,172289014,Pasture Seed,9588474814,272079888856,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/by-region/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Pasture Seed,9588474814,272079888859,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Pasture Seed,9588474814,272079888862,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/pasture-seed?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Pasture Seed,9588474814,312312589110,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/pasture-seed?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Pasture Seed,9588474814,312312589113,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/pasture-seed/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Horse Pasture Seed,10113030574,272079888874,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/pasture-seed/horse-pastures?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Horse Pasture Seed,10113030574,272079888877,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/horse-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Horse Pasture Seed,10113030574,272079888880,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/horse-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Cattle Pasture Seed,10113030694,272079888883,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/cattle-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Cattle Pasture Seed,10113030694,272079888886,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/cattle-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Cattle Pasture Seed,10113030694,272079888889,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/cattle-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Goat Pasture Seed,10113031054,272079888892,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/goat-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Goat Pasture Seed,10113031054,272079888895,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/pasture-seed/goat-pastures?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Goat Pasture Seed,10113031054,272079888898,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/goat-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Search | Brand | ROAS,187765054,Brand,10298742694,427335002334,EXPANDED_TEXT_AD,REMOVED,https://www.naturesseed.com/?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Search | Brand | ROAS,187765054,Brand,10298742694,427335002337,EXPANDED_TEXT_AD,REMOVED,https://www.naturesseed.com/?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Search | Brand | ROAS,187765054,Brand,10298742694,461357401885,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/,,,,,,,,7,0,0.00%,0,0,0,0
Search | Brand | ROAS,187765054,Brand,10298742694,482469163345,EXPANDED_TEXT_AD,REMOVED,https://www.naturesseed.com/?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Remarketing,6512384049,All Visitors,77103085406,416314458380,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com,,,,,,,,0,0,0.00%,0,0,0,0
Remarketing,6512384049,All Visitors,77103085406,416314458383,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com,,,,,,,,0,0,0.00%,0,0,0,0
Remarketing,6512384049,All Visitors,77103085406,416314458386,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com,,,,,,,,0,0,0.00%,0,0,0,0
Remarketing,6512384049,All Visitors,77103085406,416314458389,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed (S) - US,81865534,Wildflower (Seeds),77997538517,381990185472,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed (S) - US,81865534,Wildflower (Seeds),77997538517,382070933663,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed (S) - US,81865534,Wildflower (Seeds),77997538517,391638327305,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed (S) - US,81865534,Wildflower (Seeds),77997538517,391638327308,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed (S) - US,81865534,Wildflower (Seeds),77997538517,391638327311,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Sheep Pasture Seed,79859356282,382928215110,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/pasture-seed/goat-pastures?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Sheep Pasture Seed,79859356282,382928280171,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/sheep-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Pasture Seed (S) - US,172289014,Sheep Pasture Seed,79859356282,382928280174,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/pasture-seed/sheep-pastures/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025097,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025100,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025103,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025106,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025109,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025112,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025115,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025118,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025121,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025124,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025127,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,393498025130,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,410008304521,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,410008304524,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,410008304527,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,427335002352,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Mixes),80419816486,427335002355,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,393498025133,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,393498025136,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,393498025139,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,393498025142,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,393498025145,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,410008304530,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,410008304533,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,410008304536,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,427335002358,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Seeds),80419816686,427335002361,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025148,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025151,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025154,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025157,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025160,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025163,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,393498025166,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,410008304539,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,410008304542,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,410008304545,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,427335002364,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - California - Winter (S),7781634207,Wildflower (Bulk),80419816726,427335002367,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025169,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025172,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025175,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025178,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025181,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025184,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025187,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025190,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025193,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes?cid=TC::AW,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025196,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025199,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,393498025322,EXPANDED_TEXT_AD,PAUSED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,410008304548,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/regional-wildflower-mixes/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,410008304551,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Mixes),80419816766,410008304554,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Seeds),80419816966,393498025325,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
Wildflower Seed - Other States - Winter - (S),7781634210,Wildflower (Seeds),80419816966,393498025328,EXPANDED_TEXT_AD,ENABLED,https://www.naturesseed.com/wildflower-seed/individual-wildflower-species/,,,,,,,,0,0,0.00%,0,0,0,0
