sku,name,status,revenue_q1q2,customer_count,units_sold
PG-TRAR-50-LB,Wheat - 50 lbs,PHASED_OUT,307.0,2,4
W-LIMA-1-LB,Baby Snapdragon - 1lbs,PHASED_OUT,305.36,6,9
PG-FEID-N-1-LB,"Idaho Fescue - 1 lb, Northern California",PHASED_OUT,303.76,1,2
PG-MEAL-50-LB,White Sweet Clover - 50 lbs,PHASED_OUT,302.81,1,1
PG-SPCR-10-LB,Sand Dropseed - 10 lbs,PHASED_OUT,302.5,3,3
PG-CALO-10-LB,Prairie Sand Reed - 10 lbs,PHASED_OUT,302.06,2,2
PB-SATUG,South-Atlantic Transitional Upland Game Food Plot Mix - 1 Acre,PHASED_OUT,301.5,2,2
W-ENFA-0.25-LB-OLD,Brittlebush - 0.25lbs,PHASED_OUT,300.49,14,22
PB-SWTPB-2.5-A,Southwest Transitional Poultry Forage Mix - 2.5 Acres,PHASED_OUT,298.09,1,1
PB-PNWB-1-A,Pacific Northwest Bison Forage Mix - 1 Acre,PHASED_OUT,298.07,2,2
PB-GPEC,Great Plains Erosion Control Mix - 1 Acre,PHASED_OUT,298.04,2,2
PB-SWTBG-0.5-A,Southwest Transitional Big Game Food Plot Mix - 1/2 Acre,PHASED_OUT,295.92,2,5
W-RUHI-0.25-LB,Black-Eyed Susan - 0.25lbs,PHASED_OUT,294.0,17,19
PG-ARCA2-1-LB,California Sagebrush - 1 lb,PHASED_OUT,293.79,4,4
PG-AGDE-1-LB,Crested Wheatgrass - 1 lb,PHASED_OUT,292.8,15,45
W-HEMO-0.25-LB,Ashy Sunflower - 0.25lbs,PHASED_OUT,291.92,3,3
W-PEEA-0.25-LB,Firecracker Penstemon - 0.25lbs,PHASED_OUT,289.7,4,4
PB-GPD,Great Plains Dryland Pasture Mix - 1/2 Acre,PHASED_OUT,286.47,2,2
W-ECPU-1-LB,Purple Coneflower - 1lbs,PHASED_OUT,286.44,6,8
W-ASTU-0.5-LB,Butterfly Milkweed - 0.5lbs,PHASED_OUT,283.86,1,1
PB-GPHB,Great Plains Honey Bee Pasture Mix - 2000 ft²,PHASED_OUT,283.21,13,19
W-GAAR-0.25-LB,Blanket Flower - 0.25lbs,PHASED_OUT,281.29,15,16
PG-ELCI-1-LB,Basin Wildrye - 1 lb,PHASED_OUT,281.29,10,15
PG-AGIN-10-LB,Intermediate Wheatgrass - 10 lbs,PHASED_OUT,281.2,3,6
PG-BUCK-OLD,Common Buckwheat - 5 lbs,PHASED_OUT,279.93,4,7
PB-SWDEC-0.5-A,Southwest Desert Erosion Control Mix - 1/2 Acre,PHASED_OUT,279.07,3,4
TURF-PANO-5000-F,Bahia Grass Seed - 5000 ft²,PHASED_OUT,278.64,1,1
PG-TEFF,Teff Grass (Coated) - 10 lbs,PHASED_OUT,277.52,2,4
PG-HOVU-50-LB,Barley - 50 lbs,PHASED_OUT,276.25,2,3
PG-ELGL,"Blue Wildrye - 1 lb, Native Variety",PHASED_OUT,275.7,4,7
PG-ONVI-1-LB,Sainfoin - 1 lb,PHASED_OUT,274.73,23,60
PB-PNWHB,Pacific Northwest Honey Bee Pasture Mix - 500 ft²,PHASED_OUT,273.2,12,12
S-FELO-50-LB,Hard Fescue Grass - 50 lbs,PHASED_OUT,270.94,1,1
W-PARH-0.25-LB,Shirley Poppy - 0.25lbs,PHASED_OUT,269.64,20,22
PG-SECE-10-LB-OLD,Cereal Rye Seed - 10 lbs,PHASED_OUT,268.5,9,10
W-DISI-0.25-LB,African Daisy - 0.25lbs,PHASED_OUT,268.46,10,11
PB-SWDHB-1000-F,Southwest Desert Honey Bee Pasture Mix - 1000 ft²,PHASED_OUT,267.83,14,17
W-LUSU-N-0.25-LB-OLD,Arroyo Lupine - 0.25lbs,PHASED_OUT,267.69,10,11
PG-HODE2-S-1-LB,"Alkali Barley - 1 lb, Southern California",PHASED_OUT,267.5,2,3
WB-SF-2000-F,Spring Fever Wildflower Mix - 2000 ft²,PHASED_OUT,265.95,5,6
PB-SWTD,Southwest Transitional Dryland Pasture Mix - 1/2 Acre,PHASED_OUT,263.76,2,2
PG-MEOF-1-LB,Yellow Sweet Clover - 1 lb,PHASED_OUT,262.51,29,41
TURF-BR-2000-F-OLD,Kentucky Bluegrass Seed: Blue Ribbon Mix - 2000 ft²,PHASED_OUT,261.51,3,3
PG-BRRA,Purple Top Turnips - 1 lb,PHASED_OUT,260.66,9,12
PG-SECE-25-LB-OLD,Cereal Rye Seed - 25 lbs,PHASED_OUT,260.0,4,4
W-CECY-1-LB,Bachelor Button - 1lbs,PHASED_OUT,259.89,13,18
PG-SPCR-1-LB,Sand Dropseed - 1 lb,PHASED_OUT,258.83,11,20
PG-AGRI-25-LB,Streambank Wheatgrass - 25 lbs,PHASED_OUT,258.33,1,1
W-BAAU-0.25-LB,Blue False Indigo - 0.25lbs,PHASED_OUT,255.72,3,3
PG-AGDA-10-LBS,Thickspike Wheatgrass - 10 lbs,PHASED_OUT,253.68,11,14
W-GITR-0.25-LB,Bird’s Eye Gilia - 0.25lbs,PHASED_OUT,251.87,12,12
PB-PSWHB-50-LB,Pacific Southwest Honey Bee Pasture Mix - 50 lbs,PHASED_OUT,251.35,1,1
W-GRST3-N-1-LB,Coastal Gumweed - 1lbs,PHASED_OUT,250.0,1,1
TURF-W-NEAST-5-LB-OLD,TWCA Water-Wise Northeast Mix,PHASED_OUT,249.95,3,5
WB-XCCP-1-LB,Xerces Central Coast Pollinator Mix - 1 lbs,PHASED_OUT,247.49,2,2
PG-POSA-1-LB,Sandberg Bluegrass - 1 lb,PHASED_OUT,247.17,10,13
TURF-WBB-6-LB,TWCA Water-Wise Bluegrass Blend - 6 LBS,PHASED_OUT,245.5,2,3
W-HILA6,Woolly Rose Mallow - 50 Pack,PHASED_OUT,244.68,8,10
PG-HOVU-25-LB,Barley - 25 lbs,PHASED_OUT,244.42,6,7
PB-SWTDC-0.5-A,Southwest Transitional Dairy Cow Forage Mix - 1/2 Acre,PHASED_OUT,243.45,3,3
PB-IWHB-500-F,Intermountain West Honey Bee Pasture Mix - 500 ft²,PHASED_OUT,243.13,15,21
PG-ELGL-N-1-LB,"Blue Wildrye - 1 lb, Northern California",PHASED_OUT,242.76,5,7
W-LUSU-OLD,Arroyo Lupine - 1 Pack,PHASED_OUT,241.37,39,67
WB-BEP-1000-F,Western Native Pollinator Wildflower Mix - 1000 ft²,PHASED_OUT,240.54,8,8
S-TACKI-50-LB-OLD,M-Binder Tackifier - Soil Stabilizer 50lbs,PHASED_OUT,239.98,1,2
TURF-CYDA,Bermuda Grass Seed Mix - 5 lbs,PHASED_OUT,239.98,2,2
PG-SIJU-N-1-LB,Big Squirreltail - 1 lb,PHASED_OUT,238.68,2,2
PG-LOMU-10-LB,Annual Ryegrass - 10 lbs,PHASED_OUT,237.76,8,8
PB-SSAUG-0.5-A,Southwest Semi-Arid Steppe Upland Game Food Plot Mix - 1/2 Acre,PHASED_OUT,235.92,3,3
W-PHCR-1-LB,Desert Bluebells - 1lbs,PHASED_OUT,234.85,4,7
PB-SWTPB,Southwest Transitional Poultry Forage Mix - 5000 ft²,PHASED_OUT,234.78,2,2
TURF-WBB-2-LB,TWCA Water-Wise Bluegrass Blend - 2 LBS,PHASED_OUT,234.7,4,8
W-SIBE-OLD,Blue-Eyed Grass - 1 Pack,PHASED_OUT,232.12,14,44
PB-SATP,South-Atlantic Transitional Pollinator Mix - 1000 ft²,PHASED_OUT,231.14,5,5
PG-VISA-10-LB,Common Vetch - 10 lbs,PHASED_OUT,231.1,2,2
TURF-NFF-2000-F-OLD,Native Fine Fescue Mix - 2000 ft²,PHASED_OUT,230.72,1,1
PB-GPBC-0.5-A,Great Plains Beef Cattle Forage Mix - 1/2 Acre,PHASED_OUT,230.26,2,2
W-HEBO-1-LB,Utah Sweetvetch - 1lbs,PHASED_OUT,230.1,3,3
PG-TRIT-10-LB,Triticale - 10 lbs,PHASED_OUT,229.98,4,8
WB-FM-1000-F,Flowering Meadow Mix - 1000 ft²,PHASED_OUT,229.97,4,4
PB-GLHB,Great Lakes/New England Honey Bee Pasture Mix - 1 Acre,PHASED_OUT,229.74,2,2
PB-SWTAL,Southwest Transitional Alpaca/Llama Forage Mix - 1 Acre,PHASED_OUT,229.59,1,1
PG-LASA-10-LB,Chickling Vetch - 10 lbs,PHASED_OUT,229.35,5,5
PG-BRCA-N-1-LB,California Brome Grass - 1 lb,PHASED_OUT,226.75,3,8
PG-LEST-50-LB,Common Lespedeza - 50 lbs,PHASED_OUT,222.56,1,1
W-LUSP-1-LB,Desert Lupine - 1lbs,PHASED_OUT,222.25,2,2
S-MICRO-5000-F-OLD,Micro Clover Seed - 5000 ft²,PHASED_OUT,218.75,1,1
TURF-PANO-1000-F,Bahia Grass Seed - 1000 ft²,PHASED_OUT,217.53,2,3
PG-BRMA-1-LB,Mountain Brome - 1 lb,PHASED_OUT,214.71,8,20
PB-GPBG-1-A,Great Plains Big Game Food Plot Mix - 1 Acre,PHASED_OUT,214.17,2,2
W-LACA-0.25-LB,California Goldfields - 0.25lbs,PHASED_OUT,213.69,5,5
PG-NACE-1-LB,Nodding Needlegrass - 1 lb,PHASED_OUT,212.46,2,3
TURF-SST-1000-F,Southern Sports Turf Mix - 1000 ft²,PHASED_OUT,211.88,1,1
W-ASOB-1-LB,Aromatic Aster - 1lbs,PHASED_OUT,211.32,1,1
TURF-SST-1500-F,Southern Sports Turf Mix - 1500 ft²,PHASED_OUT,211.19,1,1
PB-MWPB-5000-F,Mid-West/Mid-Atlantic Poultry Forage Mix - 5000 ft²,PHASED_OUT,209.93,6,7
PB-SWDEC-2.5-A,Southwest Desert Erosion Control Mix - 2.5 Acres,PHASED_OUT,209.35,1,1
PG-AGDE-50-LB,Crested Wheatgrass - 50 lbs,PHASED_OUT,208.5,1,1
W-COHE-1-LB,Chinese Houses - 1lbs,PHASED_OUT,207.57,5,5
W-ROAR-1-LB,Arkansas Rose - 1lbs,PHASED_OUT,204.06,1,1
PG-ASCI,Cicer Milkvetch - 10 lbs,PHASED_OUT,202.5,1,2
W-DISI-1-LB,African Daisy - 1lbs,PHASED_OUT,202.04,4,4
W-MOCI-0.25-LB,Lemon Mint - 0.25lbs,PHASED_OUT,201.63,4,4
TURF-WSHD,TWCA Water-Wise Shade Mix,ACTIVE,199.95,4,5
W-LOSC2-0.25-LB,Deerweed - 0.25lbs,PHASED_OUT,199.22,7,8
W-DIBA-1-LB,Sweet William - 1lbs,PHASED_OUT,198.33,4,4
W-ROAR-0.25-LB,Arkansas Rose - 0.25lbs,PHASED_OUT,197.45,2,3
W-NEMA-0.5-LB,Five Spot - 0.5lbs,PHASED_OUT,195.81,4,4
PG-ATLE-10-LB,Quailbush - 10 lbs,PHASED_OUT,193.17,1,1
W-GYEL-1-LB,Baby’s Breath - 1lbs,PHASED_OUT,191.0,13,16
PB-SWDG-2.5-A,Southwest Desert Goat Forage Mix - 2.5 Acres,PHASED_OUT,189.99,1,1
W-ZIAU-0.25-LB,Golden Alexander - 0.25lbs,PHASED_OUT,189.94,5,6
W-DIBA-0.25-LB,Sweet William - 0.25lbs,PHASED_OUT,189.28,8,8
W-HILA6-N-0.25-LB,Woolly Rose Mallow - 0.25lbs,PHASED_OUT,189.27,3,3
W-PHCA-0.5-LB,California Bluebell - 0.5lbs,PHASED_OUT,188.24,6,6
PG-AGSM-25-LB,Western Wheatgrass - 25 lbs,PHASED_OUT,187.5,1,1
PG-TRAR-1-LB,Wheat - 1 lb,PHASED_OUT,186.94,23,59
WB-SW-500-F,Southwest Wildflower Mix - 500 ft²,PHASED_OUT,185.52,10,11
PG-MEIM-1-LB,Coast Range Melic - 1 lb,PHASED_OUT,182.84,2,2
W-LAOD-1-LB,Sweet Pea - 1lbs,PHASED_OUT,182.53,6,6
W-LODI,Fernleaf Biscuitroot - 0.5lbs,PHASED_OUT,181.86,6,21
PG-TRHI-50-LB,Hykon Rose Clover - 50 lbs,PHASED_OUT,181.13,1,1
PB-MWUG-2.5-A,Mid-West/Mid-Atlantic Upland Game Food Plot Mix - 2.5 Acres,PHASED_OUT,180.02,1,1
PB-COW-SO-10-LB-OLD,Southern Dairy Cow & Cattle Forage Mix,PHASED_OUT,179.98,1,2
PB-COW-NTR-OLD,Northern/Transitional Dairy Cow & Cattle Pasture Mix,PHASED_OUT,179.98,1,2
TURF-SS-1000-F,Sun and Shade Grass Seed Mix - 1000 ft²,PHASED_OUT,179.01,3,3
PB-GPB,Great Plains Bison Forage Mix - 1 Acre,PHASED_OUT,178.91,1,1
WB-BFP-1000-F,Butterfly Pollinator Mix - 1000 ft²,PHASED_OUT,178.06,6,6
W-TROH-0.25-LB,Ohio Spiderwort - 0.25lbs,PHASED_OUT,177.81,1,1
W-RUHI-1-LB,Black-Eyed Susan - 1lbs,PHASED_OUT,176.98,4,4
W-LILE-0.25-LB,Lewis Blue Flax - 0.25lbs,PHASED_OUT,175.0,4,5
W-LOSC2-1-LB,Deerweed - 1lbs,PHASED_OUT,172.59,2,2
PG-LEST,Common Lespedeza - 1 lb,PHASED_OUT,172.31,11,17
W-ASTU,Butterfly Milkweed - 1 Pack,PHASED_OUT,172.05,26,61
W-IRMI-1-LB,Rocky Mountain Iris - 1lbs,PHASED_OUT,171.14,5,5
W-LUPE-1-LB,Wild Lupine - 1lbs,PHASED_OUT,170.28,4,4
TURF-W-BLUE-5-LB-OLD,TWCA Water-Wise Bluegrass Blend,PHASED_OUT,169.98,2,2
W-ESMA-0.25-LB-OLD,Coastal California Poppy - 0.25lbs,PHASED_OUT,169.96,2,2
PB-MWP-5000-F,Mid-West/Mid-Atlantic Pollinator Mix - 5000 ft²,PHASED_OUT,169.82,1,1
W-ASLA-0.25-LB,Smooth Aster - 0.25lbs,PHASED_OUT,168.63,2,2
PB-SWDBG-10-LB,Southwest Desert Big Game Food Plot Mix - 1/2 Acre,PHASED_OUT,167.92,2,3
PG-SECE-1-LB-OLD,Cereal Rye Seed - 1 lb,PHASED_OUT,167.51,16,43
PG-KOPR-1-LB,Forage Kochia - 1 lb,PHASED_OUT,166.96,4,8
PG-BRBI-25-LB,Meadow Brome - 25 lbs,PHASED_OUT,165.55,1,1
PG-PAMI-10-LB,White Proso Millet - 10 lbs,PHASED_OUT,165.52,5,7
W-CLSE-0.25-LB,Rocky Mountain Beeplant - 0.25lbs,PHASED_OUT,163.66,10,10
S-FERUC,Chewings Fescue Grass - 25 lbs,PHASED_OUT,163.19,4,9
W-RAPI-0.25-LB,Grayhead Prairie Coneflower - 0.25lbs,PHASED_OUT,162.98,8,8
PG-PEAS-1-LB,Field Pea - 1 lb,PHASED_OUT,161.17,29,35
W-LOMA,Sweet Alyssum - 1lbs,PHASED_OUT,161.12,3,5
PG-RASA-50-LB,Forage Radish - 50 lbs,PHASED_OUT,160.0,1,1
W-LUBI-0.25-LB-OLD,"Miniature Lupine - 0.25lbs, Southern California",PHASED_OUT,158.8,4,4
PG-AGTR-1-LB,Slender Wheatgrass - 1 lb,PHASED_OUT,158.75,13,20
PG-KOPR-10-LB,Forage Kochia - 10 lbs,PHASED_OUT,157.5,1,1
PG-ATPO-1-LB,Cattle Spinach - 1 lb,PHASED_OUT,156.5,5,5
PB-PNWHB-20-LB,Pacific Northwest Honey Bee Pasture Mix - 1 Acre,PHASED_OUT,156.0,1,1
W-SPMU,Munro Globemallow - 50 Pack,PHASED_OUT,155.5,7,10
PG-PHAR,Reed Canarygrass - 10 lbs,PHASED_OUT,155.0,1,1
W-SPAM-0.5-LB,Desert Globemallow - 0.5lbs,PHASED_OUT,152.73,1,2
W-CLPU2-N-1-LB,Purple Clarkia - 1lbs,PHASED_OUT,152.5,1,1
WB-SF-500-F,Spring Fever Wildflower Mix - 500 ft²,PHASED_OUT,150.85,8,9
W-CHMA-0.5-LB,Shasta Daisy - 0.5lbs,PHASED_OUT,150.13,4,5
TURF-W-RYE-5-LB-OLD,Perennial Ryegrass Seed Blend,PHASED_OUT,149.97,2,3
TURF-BR-5-LB-OLD,TWCA Water-Wise Blue Ribbon Mix,PHASED_OUT,149.97,3,3
WB-CCN-OLD,California Coastal Native Wildflower Mix - 0.5 lb,PHASED_OUT,149.97,3,3
PB-MWHB-500-F,Mid-West/Mid-Atlantic Honey Bee Pasture Mix - 500 ft²,PHASED_OUT,149.47,8,12
W-DIAUA-1-LB-OLD,Monkeyflower - 1lbs,PHASED_OUT,149.26,2,2
W-PHCA-1-LB,California Bluebell - 1lbs,PHASED_OUT,146.48,3,4
W-LUNA-N-0.25-LB,Sky Lupine - 0.25lbs,PHASED_OUT,145.05,5,5
W-MOFI-1-LB,Wild Bergamot - 1lbs,PHASED_OUT,144.35,2,2
TURF-SS-500-F,Sun and Shade Grass Seed Mix - 500 ft²,PHASED_OUT,143.75,3,5
W-CHMA-0.25-LB,Shasta Daisy - 0.25lbs,PHASED_OUT,143.14,6,6
S-FELO-1-LB,Hard Fescue Grass - 1 lbs,PHASED_OUT,140.0,7,18
W-COTI-0.25-LB,Plains Coreopsis - 0.25lbs,PHASED_OUT,139.35,10,10
PG-BRIN-1-LB,Smooth Brome - 1 lb,PHASED_OUT,139.21,8,19
W-ACMI-0.25-LB,"Western Yarrow - 0.25lbs, Northern California",PHASED_OUT,138.98,2,2
W-LACA,California Goldfields - 1 Pack,PHASED_OUT,138.01,23,37
PG-SOBI-1-LB,Grain Sorghum - 1 lbs,PHASED_OUT,137.42,14,32
WB-SE-500-F,Southeast Wildflower Mix - 500 ft²,PHASED_OUT,137.16,6,9
W-PEPA-0.25-LB,Palmer's Penstemon - 0.25lbs,PHASED_OUT,136.81,4,4
PG-ASCA-1-LB,Canada Milkvetch - 1 lb,PHASED_OUT,134.61,4,4
W-NEMA-0.25-LB,Five Spot - 0.25lbs,PHASED_OUT,132.73,4,5
PG-PHAR-1-LB,Reed Canarygrass - 1 lb,PHASED_OUT,132.37,3,7
PG-LOMU-1-LB,Annual Ryegrass - 1 lb,PHASED_OUT,132.14,22,41
W-ENCA-0.5-LB-OLD,California Bush Sunflower - 0.5lbs,PHASED_OUT,132.07,2,2
W-LILE-1-LB,Lewis Blue Flax - 1lbs,PHASED_OUT,131.25,1,1
W-MOPU-0.25-LB,Dotted Mint - 0.25lbs,PHASED_OUT,129.99,1,1
W-ENCA-0.25-LB-OLD,California Bush Sunflower - 0.25lbs,PHASED_OUT,127.65,3,3
W-DIPU-0.5-LB,Purple Foxglove - 0.5lbs,PHASED_OUT,127.41,2,2
W-PECA-0.25-LB,White Prairie Clover - 0.25lbs,PHASED_OUT,127.31,4,5
W-ACLA-0.5-LB-OLD,"Western Yarrow - 0.5lbs, Native Variety",PHASED_OUT,125.8,2,2
W-ESCA-0.5-LB-OLD,California Poppy,PHASED_OUT,125.75,2,3
W-COBI-1-LB,Garden Cosmos - 1lbs,PHASED_OUT,125.6,5,5
PG-PLER-N-1-LB,"Dotseed Plantain - 1 lb, Northern California",PHASED_OUT,124.56,1,1
PB-MWP,Mid-West/Mid-Atlantic Pollinator Mix - 2000 ft²,PHASED_OUT,124.15,1,1
W-PEPA-1-LB,Palmer's Penstemon - 1lbs,PHASED_OUT,123.11,1,1
PG-AGDA-10-LB,Thickspike Wheatgrass - 10 lbs,PHASED_OUT,122.5,1,1
W-LUBI-1-LB-OLD,"Miniature Lupine - 1lbs, Southern California",PHASED_OUT,120.37,2,2
TURF-BERM-5-LB-OLD,Bermuda Grass Seed Blend,PHASED_OUT,119.99,1,1
WB-AN-0.5-LB-OLD,Annual Wildflower Mix,PHASED_OUT,119.96,3,4
PB-SWTPB-500-F,Southwest Transitional Poultry Forage Mix - 500 ft²,PHASED_OUT,117.81,9,9
W-VEHA-1-LB,Blue Vervain - 1lbs,PHASED_OUT,117.14,1,1
PG-BROL-1-LB,Collards - 1 lb,PHASED_OUT,116.98,13,16
PG-SAMI-1-LB,Small Burnet - 1 lb,PHASED_OUT,115.17,9,20
W-COSU-0.25-LB,Sulphur Cosmos - 0.25lbs,PHASED_OUT,114.84,10,10
PB-COSS-0.5-LB-OLD,Coastal Sage Scrub Mix - 0.5 lbs,PHASED_OUT,113.89,2,2
W-LUBI-N-1-LB-OLD,"Miniature Lupine - 1lbs, Northern California",PHASED_OUT,112.5,1,1
PB-GPUG-1-A,Great Plains Upland Game Food Plot Mix - 1 Acre,PHASED_OUT,112.0,1,1
PG-PAMI-50-LB,White Proso Millet - 50 lbs,PHASED_OUT,110.5,1,1
PG-BRHI-1-LB,White Mustard - 1 lb,PHASED_OUT,110.39,14,17
W-VIMU-0.25-LB,Showy Goldeneye - 0.25lbs,PHASED_OUT,107.6,2,2
PG-BRHI-10-LB,White Mustard - 10 lbs,PHASED_OUT,107.5,3,3
PG-BRCA4-1-LB,African Cabbage - 1 lb,PHASED_OUT,106.5,7,8
W-SORI-0.25-LB,Stiff Goldenrod - 0.25lbs,PHASED_OUT,106.5,2,2
W-AMMEI2-N-1-LB,Small-Flowered Fiddleneck - 1lbs,PHASED_OUT,105.08,2,2
PG-BRMO-1-LB,Blando Brome Grass - 1 lb,PHASED_OUT,105.05,5,12
W-HEMA2-1-LB,Maximilian Sunflower - 1lbs,PHASED_OUT,103.22,2,3
PB-PSWHB-1-LB,Pacific Southwest Honey Bee Pasture Mix - 1 lb,PHASED_OUT,102.51,4,6
W-DIAUA-0.25-LB-OLD,Monkeyflower - 0.25lbs,PHASED_OUT,101.4,4,4
W-COSU-1-LB,Sulphur Cosmos - 1lbs,PHASED_OUT,101.16,3,3
W-LUBI-OLD,"Miniature Lupine - 1 Pack, Northern California",PHASED_OUT,100.85,11,33
PB-PSWS-0.5-A,Pacific Southwest Sheep Forage Mix - 1/2 Acre,PHASED_OUT,99.99,1,1
PB-GPH-1-A,Great Plains Horse Forage Mix - 1 Acre,PHASED_OUT,99.99,1,1
W-ASFA-N-0.5-LBS-OLD,Narrowleaf Milkweed - 0.5lbs,PHASED_OUT,99.99,1,1
W-TRMA2-0.25-LB,Nasturtium Seeds - 0.25lbs,PHASED_OUT,99.95,11,12
W-NEMA-1-LB,Five Spot - 1lbs,PHASED_OUT,99.44,2,2
PB-SWTPB-1000-F,Southwest Transitional Poultry Forage Mix - 1000 ft²,PHASED_OUT,99.34,5,5
PB-SSAHB-5000-F,Southwest Semi-Arid Steppe Honey Bee Pasture Mix - 5000 ft²,PHASED_OUT,99.3,2,2
W-COHE-0.25-LB,Chinese Houses - 0.25lbs,PHASED_OUT,98.4,6,6
PG-TRHI-1-LB,Hykon Rose Clover - 1 lb,PHASED_OUT,98.23,10,16
PB-PSWBC-10-LB,Pacific Southwest Beef Cattle Forage Mix - 1/2 Acre,PHASED_OUT,98.23,1,1
W-PEPA2,Parry Penstemon - 1 Pack,PHASED_OUT,97.56,14,32
PG-AGEL-10-LB,Tall Wheatgrass - 10 lbs,PHASED_OUT,97.5,2,2
W-CECY-0.25-LB,Bachelor Button - 0.25lbs,PHASED_OUT,97.42,15,15
W-ORPU,Owl’s Clover - 1 Pack,PHASED_OUT,97.33,8,36
PG-TRRE-5-LB-OLD,White Clover Seeds,PHASED_OUT,94.98,2,2
W-GAAR,Blanket Flower - 1 Pack,PHASED_OUT,94.46,17,31
W-TRMA2-1-LB,Nasturtium Seeds - 1lbs,PHASED_OUT,93.96,5,6
WB-SD-1000-F,Sonoran Desert Wildflower Mix - 1000 ft²,ACTIVE,93.72,3,3
PG-TEFF-1-LB,Teff Grass (Coated) - 1 lb,PHASED_OUT,93.16,8,13
W-IRMI-0.25-LB,Rocky Mountain Iris - 0.25lbs,PHASED_OUT,92.0,2,5
W-GICA-1-LB,Globe Gilia - 1lbs,PHASED_OUT,91.24,2,2
PG-SPCL,Rough Dropseed - 1 lb,PHASED_OUT,91.08,3,5
PB-SSAHB,Southwest Semi-Arid Steppe Honey Bee Pasture Mix - 1/2 Acre,PHASED_OUT,90.72,1,1
W-LUDE-N-1-LB,Golden Lupine - 1lbs,PHASED_OUT,90.5,1,1
PG-ECES-10-LB,Japanese Millet - 10 lbs,PHASED_OUT,89.04,2,2
W-AMMEI2-N-0.25-LB,Small-Flowered Fiddleneck - 0.25lbs,PHASED_OUT,88.32,3,4
W-GITR,Bird’s Eye Gilia - 1 Pack,PHASED_OUT,87.41,19,30
W-HEMA2-0.25-LB,Maximilian Sunflower - 0.25lbs,PHASED_OUT,87.25,5,5
W-AMMEI2-N,Small-Flowered Fiddleneck - 1 Pack,PHASED_OUT,87.2,13,29
PG-SIHY-1-LB,Bottlebrush Squirreltail - 1 lb,PHASED_OUT,87.11,3,3
W-SPCO2-1-LB,Coulter's Globemallow - 1lbs,PHASED_OUT,87.0,2,3
W-BASA,Arrowleaf Balsamroot - 1 Pack,PHASED_OUT,86.98,12,29
PG-ARFR-1-LB,Fringed Sagewort - 1 lb,PHASED_OUT,85.75,1,1
W-NATR-0.5-LB,Nasturtium Seeds - 0.5lbs,PHASED_OUT,84.15,8,8
WB-SF-1000-F,Spring Fever Wildflower Mix - 1000 ft²,PHASED_OUT,82.78,3,3
W-LUSP,Desert Lupine - 1 Pack,PHASED_OUT,82.73,12,24
W-GICA-0.5-LB,Globe Gilia - 0.5lbs,PHASED_OUT,82.02,2,3
TURF-WT-500-F,TWCA Water-Wise Tall Fescue Blend - 500 ft²,PHASED_OUT,81.76,1,1
W-CLPU2-N,Purple Clarkia - 1 Pack,PHASED_OUT,80.85,13,29
W-PEPU-0.25-LB,Purple Prairie Clover - 0.25lbs,PHASED_OUT,80.53,6,6
W-CLCO-N-0.25-LB,Red Ribbons - 0.25lbs,PHASED_OUT,80.31,1,1
PG-PANO-1-LB-OLD,Bahia Grass - 1 lb,PHASED_OUT,79.08,2,4
W-PHCR-0.25-LB,Desert Bluebells - 0.25lbs,PHASED_OUT,79.01,4,4
PB-SWTHB-0.5-A,Southwest Transitional Honey Bee Pasture Mix - 1/2 Acre,PHASED_OUT,78.11,1,1
W-COBI-0.25-LB,Garden Cosmos - 0.25lbs,PHASED_OUT,77.94,8,8
W-GICA,Globe Gilia - 1 Pack,PHASED_OUT,77.56,15,26
PG-ELVI-1-LB,Virginia Wildrye - 1 lb,PHASED_OUT,76.49,3,5
W-COHE,Chinese Houses - 1 Pack,PHASED_OUT,76.48,14,27
PB-IWUG,Intermountain West Upland Game Food Plot Mix - 1/2 Acre,PHASED_OUT,76.09,1,1
W-LAPL,Tidy Tips - 1 Pack,PHASED_OUT,75.76,14,19
PG-BRCA4-10-LB,African Cabbage - 10 lbs,PHASED_OUT,75.0,1,1
S-INNOC-5-LB-OLDS,Inoculant,PHASED_OUT,74.99,1,1
W-SPMU-1-LB,Munro Globemallow - 1lbs,PHASED_OUT,74.99,1,1
WB-SE-1000-F,Southeast Wildflower Mix - 1000 ft²,PHASED_OUT,74.97,3,3
W-HEWH-1-LB,Chaparral Yucca - 1lbs,PHASED_OUT,74.63,1,1
W-LUNA-N-0.5-LB,Sky Lupine - 0.5lbs,PHASED_OUT,74.09,1,1
W-RUAM-1-LB,Clasping Coneflower - 1lbs,PHASED_OUT,73.28,4,4
PG-ELDA-10-LB,Dahurian Wildrye - 10 lbs,PHASED_OUT,72.87,2,2
W-PEST-0.25-LB,Rocky Mountain Penstemon - 0.25lbs,PHASED_OUT,72.2,2,2
PB-GLUG-0.5-A,Great Lakes/New England Upland Game Food Plot Mix - 1/2 Acre,PHASED_OUT,69.08,1,1
W-CLAM-1-LB,Farewell-To-Spring - 1lbs,PHASED_OUT,68.04,1,1
W-HEHE-0.25-LB,False Sunflower - 0.25lbs,PHASED_OUT,68.0,4,4
PG-HODE2-N-1-LB,"Alkali Barley - 1 lb, Northern California",PHASED_OUT,68.0,1,1
W-LUBI-N-0.25-LB-OLD,"Miniature Lupine - 0.25lbs, Northern California",PHASED_OUT,67.78,2,2
