old_sku,old_name,old_categories,old_revenue_q1q2,old_customer_count,old_units_sold,new_sku,new_name,new_categories,new_permalink,new_price,new_image,match_score,replacement_notes
PB-GPH-0.5-A,Great Plains Horse Forage Mix - 1/2 Acre,,605.96,4,6,PB-HRSE-TR,Transitional Zone Horse Pasture Mix,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",https://naturesseed.com/products/pasture-seed/horse-pasture-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/THORSE.webp,70,
PB-SWTBC-50-LB,Southwest Transitional Beef Cattle Forage Mix - 2.5 Acres,,601.15,2,2,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,100,
PG-TRWI-N-1-LB,"Tomcat Clover - 1 lb, Northern California",,600.1,4,4,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,"Pasture Seed, Food Plot Seed",https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,40,
PG-ANGE-50-LB,Big Bluestem - 50 lbs,,600.0,1,1,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,All Seed,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,30,
CV-BGEC-10-LB-OLD,Big Four Native Erosion Control Mix,,599.97,3,3,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,90,
LLWB-SW,Sun &amp; Shade Wildflower Mix - 2000 ft²,,599.88,11,12,TURF-W-SS,Sun and Shade Grass Seed Mix,"All Seed, Northern Lawn, Transitional Lawn, TWCA - Water-Wise Lawn, Lawn Seed",https://naturesseed.com/products/grass-seed/twca-water-wise-sun-shade-mix/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/st-augustine-grass-lawn-scaled-1.jpeg,50,
WB-RM-1-LB-OLD,Rocky Mountain Wildflower Mix - 1 lb,,594.87,8,13,WB-RM,Rocky Mountain Wildflower Seed Mix,"All Seed, Native Wildflower Seed &amp; Seed Mixes",https://naturesseed.com/products/wildflower-seed/rocky-mountain-wildflower-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_292137011-scaled-1.jpg,60,
PG-POSA-10-LB,Sandberg Bluegrass - 10 lbs,,592.11,3,3,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,All Seed,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,70,
PG-SONU-1-LB,Indiangrass - 1 lb,,589.93,18,25,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
PB-MWD-2.5-A,Mid-West/Mid-Atlantic Dryland Pasture Mix - 2.5 Acres,,589.0,1,2,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,80,
WB-MW-500-F,Midwest Wildflower Mix - 500 ft²,,588.4,34,35,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,Native Wildflower Seed &amp; Seed Mixes,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,40,
PG-LOMU-25-LB,Annual Ryegrass - 25 lbs,,588.33,9,9,PG-LOPE,Perennial Ryegrass,"All Seed, Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/perennial-ryegrass/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/PerennialRyegrass-Crop.png,70,
PG-RASA-25-LB,Forage Radish - 25 lbs,,586.62,7,8,PB-TORT,Tortoise Forage &amp; Habitat Mix,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/,44.99,https://naturesseed.com/wp-content/uploads/2025/07/TURTOISE-1.png,40,
PB-SSAG-1-A,Southwest Semi-Arid Steppe Goat Forage Mix - 1 Acre,,577.92,3,3,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,"Pasture Seed, All Seed, Goat Pasture Seed",https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,80,
PG-RASA-10-LB,Forage Radish - 10 lbs,,576.64,15,15,PB-TORT,Tortoise Forage &amp; Habitat Mix,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/,44.99,https://naturesseed.com/wp-content/uploads/2025/07/TURTOISE-1.png,40,
PG-MEAL-10-LB,White Sweet Clover - 10 lbs,,573.52,8,8,PG-TRRE,White Clover Seed,"All Seed, Clover Seed, Cover Crop Seed, Pasture Seed, Specialty Seed",https://naturesseed.com/products/clover-seed/white-clover/,34.99,https://naturesseed.com/wp-content/uploads/2025/09/White-Clover.png,50,
PB-PNWEC-50-LB,Intermountain West Erosion Control Mix - 2.5 Acres,,569.9,2,2,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,50,
PG-ELJU,Russian Wildrye - 50 lbs,,566.05,1,1,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,30,
PG-VIUN,Cowpeas - 10 lbs,,564.58,11,13,PB-COW-NTR,Cool Season Cattle Pasture Seed Mix,"Pasture Seed, All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes",https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/NCOW-Main.webp,30,
PG-FEAR-50-LB,Arizona Fescue - 50 lbs,,562.5,1,1,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,"Lawn Seed, All Seed",https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,159.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,40,
PG-AGSM-1-LB,Western Wheatgrass - 1 lb,,562.3,15,39,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
TURF-FINE-5-LB-OLD,Fine Fescue Turf Blend,,559.86,7,14,TURF-FINE,Fine Fescue Grass Seed Mix,"All Seed, Northern Lawn, Lawn Seed",https://naturesseed.com/products/grass-seed/fine-fescue-grass-seed-mix/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/Fescue.png,80,
PB-SWDHB,Southwest Desert Honey Bee Pasture Mix - 2.5 Acres,,552.62,7,9,PB-SHEP-SO,Warm Season Sheep Pasture Mix,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,70,
PB-IWEC,Intermountain West Erosion Control Mix - 1 Acre,,551.94,3,3,CV-CNEC,California Native Erosion Control Mix,"Specialty Seed, All Seed, California Collection",https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,50,
PG-MEAL-1-LB,White Sweet Clover - 1 lb,,551.72,30,64,PG-TRRE,White Clover Seed,"All Seed, Clover Seed, Cover Crop Seed, Pasture Seed, Specialty Seed",https://naturesseed.com/products/clover-seed/white-clover/,34.99,https://naturesseed.com/wp-content/uploads/2025/09/White-Clover.png,50,
WB-CALN-0.5-LB-OLD,California Native Wildflower Mix,,549.89,2,11,WB-CALN,California Native Wildflower Mix,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",https://naturesseed.com/products/wildflower-seed/california-native-wildflower-mix/,41.16,https://naturesseed.com/wp-content/uploads/2025/07/CANative_5.png,90,
PB-IWUG-2.5-A,Intermountain West Upland Game Food Plot Mix - 2.5 Acres,,546.87,2,2,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,60,
W-ASFA-OLD,Narrowleaf Milkweed - 1 Pack,,546.43,32,102,W-ASFA,Narrowleaf Milkweed Seed,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",https://naturesseed.com/products/wildflower-seed/narrowleaf-milkweed/,100.99,https://naturesseed.com/wp-content/uploads/2025/07/Asclepias-fascicularis.png,20,
PB-GAME-OLD,Big Game Forage Mix,,539.94,3,6,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,90,
PB-SWTAL-2.5-A,Southwest Transitional Alpaca/Llama Forage Mix - 2.5 Acres,,539.54,2,2,PB-SHEP-SO,Warm Season Sheep Pasture Mix,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,60,
PG-FEAR-1-LB,Arizona Fescue - 1 lb,,539.44,16,26,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,"Lawn Seed, All Seed",https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,159.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,40,
TURF-SST-500-F,Southern Sports Turf Mix - 500 ft²,,537.02,4,5,BDL-ORL,Overseed &amp; Repair Lawn Kit,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,30,
TURF-LM,Low Maintenance Seed Mix - 1000 ft²,,527.97,4,6,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,"Lawn Seed, All Seed",https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,159.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,20,
W-NEME-0.25-LB,Baby Blue Eyes - 0.25lbs,,521.12,20,22,W-SIBE,Blue-Eyed Grass Seed,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,40,
PB-GPB-0.5-A,Great Plains Bison Forage Mix - 1/2 Acre,,510.48,1,7,PB-TORT,Tortoise Forage &amp; Habitat Mix,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/,44.99,https://naturesseed.com/wp-content/uploads/2025/07/TURTOISE-1.png,40,
PG-FEAR-10-LB,Arizona Fescue - 10 lbs,,508.76,2,3,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,"Lawn Seed, All Seed",https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/,159.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,40,
PB-SATD-0.5-A,South-Atlantic Transitional Dryland Pasture Mix - 1/2 Acre,,508.53,4,6,PB-DRY,Dryland Pasture Mix,,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,80,
PB-PPT-1-LB,Pretty Prairie Tallgrass Mix - 1 lb,,506.59,10,18,PB-SGPR,Shortgrass Prairie Seed Mix,"All Seed, Food Plot Seed",https://naturesseed.com/products/pasture-seed/shortgrass-prairie-mix/,84.99,https://naturesseed.com/wp-content/uploads/2025/11/Shortgrass.png,40,
PB-FTHB-1-A,Florida Tropics Honey Bee Pasture Mix - 1 Acre,,492.17,3,3,PB-HONEY,Honey Bee Cover Crop &amp; Pasture Mix,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Specialty Seed",https://naturesseed.com/products/pasture-seed/honey-bee-cover-crop-pasture-mix/,59.99,https://naturesseed.com/wp-content/uploads/2025/07/HONEY.webp,60,
PG-POPR-1-LB-OLD,Kentucky Bluegrass - 1 lb,,489.18,25,73,PG-POPR,Kentucky Bluegrass,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species",https://naturesseed.com/products/pasture-seed/kentucky-bluegrass/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/KentuckyBluegrass.png,80,
PB-SSAG-0.5-A,Southwest Semi-Arid Steppe Goat Forage Mix - 1/2 Acre,,486.46,4,4,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,"Pasture Seed, All Seed, Goat Pasture Seed",https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,80,
S-FELO-10-LB,Hard Fescue Grass - 10 lbs,,486.17,7,7,PG-FEAR2,Tall Fescue Grass Seed,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,80,
WB-NW-500-F,Northwest Wildflower Mix - 500 ft²,,484.72,25,32,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,Native Wildflower Seed &amp; Seed Mixes,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,40,
PB-PSWBG-0.5-A,Pacific Southwest Big Game Food Plot Mix - 1/2 Acre,,483.95,4,7,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,70,
PB-IWUG-1-A,Intermountain West Upland Game Food Plot Mix - 1 Acre,,480.26,4,4,PB-GAME,Big Game Food Plot &amp; Forage Mix,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,60,
